,Acceleration,Agility,Awareness,Ball Carrier Vision,Block Shedding,Carrying,Catch In Traffic,Catching,Elusiveness,Finesse Moves,Hit Power,Impact Blocking,Injury,Juke Move,Jumping,Man Coverage,Name,Overall Rating,Pass Block,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Route Running,Run Block,Spectacular Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Accuracy Deep,Throw Accuracy Mid,Throw Accuracy Short,Throw Power,Throw on the Run,Toughness,Trucking,Zone Coverage,Wt,Vertical,Bench,Broad Jump,3Cone,Shuttle,40yd
80,86,78,86,28,82,45,15,73,14,66,81,83,85,40,82,60,Danny Trevathan,84,45,6,86,MLB,78,40,91,35,15,45,20,80,24,92,40,67,92,Bears,6,6,6,20,6,87,28,74,237.0,31.5,18.0,111.0,7.10607843137255,4.289245283018869,4.84
101,87,87,72,37,82,42,24,58,26,63,79,82,90,36,83,63,Nick Kwiatkoski,75,26,6,72,MLB,71,37,85,15,15,28,20,81,26,85,33,78,85,Bears,6,6,6,25,6,84,31,71,243.0,32.0,19.0,120.0,7.16,4.22,4.73
138,87,84,69,51,64,57,52,56,27,44,72,75,90,39,84,67,Jonathan Anderson,66,45,15,69,MLB,54,55,77,17,24,45,40,86,43,87,42,79,78,Bears,10,10,15,30,15,83,48,76,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
144,87,75,68,10,71,63,33,66,37,59,71,76,88,45,78,48,John Timu,65,45,6,68,MLB,63,47,81,20,15,45,34,79,20,90,25,85,75,Bears,6,6,6,20,6,87,25,67,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
160,87,78,81,22,80,62,15,60,30,62,74,88,93,10,75,71,Vincent Rey,80,45,6,81,MLB,56,45,87,12,15,45,15,84,10,90,10,72,90,Bengals,6,6,6,22,6,79,40,82,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
166,85,81,84,48,73,60,35,52,25,67,78,83,85,39,81,67,Kevin Minter,78,45,6,84,MLB,54,60,84,15,15,45,40,78,55,92,49,77,83,Bengals,6,6,6,25,6,83,45,78,246.0,33.0,25.0,119.0,7.10607843137255,4.289245283018869,4.81
212,88,81,53,35,73,59,56,63,29,57,83,80,90,44,80,63,Hardy Nickerson,62,45,6,53,MLB,66,43,78,15,18,45,52,80,36,89,41,71,86,Bengals,6,6,6,25,6,84,36,70,232.0,33.0,18.0,116.0,7.10607843137255,4.38,4.78
216,90,84,54,66,72,56,59,61,53,59,74,76,91,65,91,63,Jordan Evans,61,45,6,54,MLB,69,44,79,13,17,45,54,88,46,87,42,75,77,Bengals,6,6,6,22,6,83,34,68,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
248,87,86,82,39,67,65,40,63,25,58,87,80,97,45,84,56,Preston Brown,74,45,6,82,MLB,69,50,79,15,15,45,45,78,35,93,52,81,81,Bills,6,6,6,25,6,85,55,66,251.0,33.0,23.0,116.0,6.98,4.26,4.86
251,87,87,71,38,77,36,27,52,31,71,88,81,87,36,83,53,Reggie Ragland,73,26,5,71,MLB,75,53,81,18,15,29,30,82,28,88,32,79,82,Bills,5,5,5,25,5,92,26,69,247.0,31.5,21.906666666666666,116.0,7.10607843137255,4.28,4.72
273,84,77,62,43,77,66,39,56,25,61,87,74,94,55,89,63,Sam Barrington,67,45,6,62,MLB,79,54,78,12,10,45,25,75,60,88,50,73,84,Bills,6,6,6,35,6,85,45,77,246.0,32.5,22.0,117.0,7.10607843137255,4.289245283018869,4.91
283,87,75,58,58,76,48,44,52,37,72,82,83,94,49,84,59,Matt Milano,65,45,6,58,MLB,60,42,80,14,22,45,38,83,38,89,54,77,83,Bills,6,6,6,25,6,86,41,67,223.0,35.0,24.0,126.0,7.10607843137255,4.289245283018869,4.67
304,87,81,88,41,83,55,24,67,32,54,81,87,89,35,81,69,Brandon Marshall,86,45,6,88,MLB,72,40,91,25,15,45,20,84,25,97,35,77,90,Broncos,6,6,6,25,6,75,43,80,242.0,30.5,28.0,108.0,7.05,4.09,4.72
319,85,75,79,19,84,65,20,53,32,62,78,79,94,34,85,49,Todd Davis,76,45,6,79,MLB,71,51,86,20,15,45,33,77,33,84,35,78,86,Broncos,6,6,6,25,6,87,50,57,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
356,89,82,64,15,71,62,15,55,20,46,79,80,82,15,78,65,Corey Nelson,66,45,6,64,MLB,58,54,77,20,15,45,25,86,10,89,15,76,79,Broncos,6,6,6,26,6,74,35,75,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
365,89,83,52,35,75,46,41,51,44,60,83,76,85,37,82,55,Zaire Anderson,60,21,6,52,MLB,71,38,76,29,26,29,35,79,38,87,43,74,81,Broncos,6,6,6,25,6,82,41,63,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
378,89,86,84,35,86,57,61,70,30,59,76,79,92,28,88,49,Christian Kirksey,82,45,6,84,MLB,72,61,88,20,10,45,42,86,30,88,37,66,92,Browns,6,6,6,30,6,69,50,59,233.0,32.0,16.0,122.0,7.10607843137255,4.289245283018869,4.72
423,89,80,64,42,64,55,44,67,11,48,77,72,84,32,87,50,Tank Carder,65,45,6,64,MLB,64,52,88,25,20,45,48,85,33,95,35,66,83,Browns,6,6,6,20,6,97,27,71,236.0,34.5,19.0,121.0,6.89,4.18,4.58
455,90,83,84,39,72,50,30,68,35,68,86,83,84,60,86,70,Kwon Alexander,80,45,6,84,MLB,76,57,86,15,15,45,35,87,55,88,41,79,81,Buccaneers,6,6,6,27,6,84,50,78,227.0,36.0,24.0,121.0,7.14,4.2,4.55
484,83,80,65,52,80,57,44,61,38,55,86,84,84,43,79,63,Kendell Beckwith,69,45,6,65,MLB,64,44,79,12,15,45,40,79,35,88,48,82,84,Buccaneers,6,6,6,25,6,77,51,68,243.0,33.9041095890411,20.0,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
509,88,80,54,50,72,61,55,65,32,53,84,65,89,57,77,62,Riley Bullough,61,45,6,54,MLB,64,43,79,18,21,45,51,81,49,86,58,80,80,Buccaneers,6,6,6,20,6,86,38,70,226.0,31.5,20.0,116.0,7.10607843137255,4.289245283018869,4.705542168674697
525,91,83,83,74,68,68,70,75,40,48,92,81,92,61,86,77,Deone Bucannon,80,45,6,83,MLB,58,67,84,25,20,45,72,89,65,88,55,75,84,Cardinals,6,6,6,29,6,88,63,85,211.0,36.5,19.0,125.0,6.96,4.26,4.49
532,83,74,81,55,74,65,15,74,15,47,84,83,89,67,67,57,Karlos Dansby,76,45,6,81,MLB,58,55,81,15,10,45,20,80,55,88,63,83,89,Cardinals,6,6,6,12,6,87,40,66,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
543,89,87,68,73,78,77,60,71,58,78,83,66,90,66,87,72,Haason Reddick,73,48,6,68,MLB,62,44,87,46,52,39,59,88,51,87,53,79,79,Cardinals,6,6,6,25,6,84,63,65,237.0,36.5,24.0,133.0,7.01,4.37,4.52
559,84,77,72,45,75,44,59,53,33,55,84,83,82,41,87,63,Scooby Wright III,69,27,6,72,MLB,68,49,76,39,35,36,50,78,32,83,42,76,79,Cardinals,6,6,6,24,6,85,41,66,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
572,91,87,64,60,64,64,50,69,49,72,86,73,84,56,89,72,Zaviar Gooden,65,45,6,64,MLB,59,50,79,25,15,45,45,88,55,88,46,74,74,Cardinals,6,6,6,25,6,72,65,72,234.0,34.0,27.0,131.0,6.71,4.18,4.47
615,88,79,79,35,72,65,15,52,20,64,89,82,93,30,83,55,Denzel Perryman,76,45,6,79,MLB,71,48,81,12,15,45,15,82,25,84,52,85,84,Chargers,6,6,6,25,6,88,45,68,236.0,32.0,27.0,113.0,7.10607843137255,4.289245283018869,4.78
616,87,88,78,33,77,60,33,56,35,60,73,82,79,50,95,75,Korey Toomer,75,45,6,78,MLB,48,61,78,12,15,45,35,86,40,85,42,73,78,Chargers,6,6,6,22,6,62,25,82,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
654,83,72,66,49,64,45,25,47,35,55,68,75,87,42,69,52,Nick Dzubnar,62,45,6,66,MLB,53,33,73,13,10,45,24,83,40,91,45,73,85,Chargers,6,6,6,25,6,89,46,67,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
672,86,83,90,35,71,66,25,74,46,60,88,88,82,54,74,75,Derrick Johnson,83,45,6,90,MLB,50,55,84,20,15,45,45,82,60,93,50,73,88,Chiefs,6,6,6,8,6,90,25,84,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
681,89,83,82,25,77,64,38,58,21,50,81,85,92,35,85,71,Ramik Wilson,79,45,6,82,MLB,61,62,84,27,21,45,42,84,15,86,42,76,85,Chiefs,6,6,6,25,6,83,39,81,237.0,35.0,23.0,111.0,7.10607843137255,4.51,4.77
699,88,79,76,42,76,54,15,60,48,65,80,79,75,30,70,65,Josh Mauga,73,45,6,76,MLB,71,45,78,25,15,45,20,81,10,88,35,68,82,Chiefs,6,6,6,19,6,87,44,76,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
703,89,80,72,39,76,47,41,56,32,64,78,81,80,35,85,69,Justin March-Lillard,72,20,6,72,MLB,60,41,79,15,29,27,46,82,33,87,47,74,82,Chiefs,6,6,6,25,6,80,33,77,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
729,89,80,51,52,73,57,55,61,48,63,81,86,87,54,82,61,Ukeme Eligwe,62,45,6,51,MLB,75,43,81,17,21,45,59,85,39,85,42,76,83,Chiefs,6,6,6,35,6,77,36,69,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
735,88,82,56,40,70,54,50,51,45,70,73,75,78,52,82,56,Terrance Smith,60,45,6,56,MLB,64,55,77,12,22,45,52,82,50,87,45,77,78,Chiefs,6,6,6,25,6,81,50,61,235.0,34.5,19.0,120.0,7.10607843137255,4.289245283018869,4.77
767,90,86,79,28,72,45,15,52,11,65,87,79,76,40,84,66,Sean Spence,73,45,6,79,MLB,53,55,78,35,15,45,25,83,24,87,40,63,78,Colts,6,6,6,20,6,88,25,72,231.0,33.5,12.0,119.0,7.46,4.28,4.66
781,89,75,69,35,73,64,49,68,31,73,82,80,85,35,80,63,Jon Bostic,68,45,6,69,MLB,60,55,77,15,15,45,47,85,41,91,50,71,78,Colts,6,6,6,30,6,83,44,67,245.0,32.5,22.0,118.0,6.99,4.24,4.59
783,82,83,66,31,78,42,15,51,26,58,89,74,84,33,81,51,Antonio Morrison,68,22,6,66,MLB,52,46,84,12,15,29,15,76,25,87,40,78,82,Colts,6,6,6,25,6,77,29,62,232.0,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.76
784,88,75,61,35,77,45,42,55,35,55,75,74,92,25,89,72,Jeremiah George,66,45,6,61,MLB,68,61,78,15,15,45,45,84,25,88,40,76,84,Colts,6,6,6,27,6,77,44,67,234.0,33.0,28.0,116.0,7.10607843137255,4.289245283018869,4.91
787,89,79,58,58,78,61,63,65,44,53,77,79,93,43,75,70,Anthony Walker Jr,66,45,6,58,MLB,61,45,82,18,24,45,58,84,32,90,46,78,83,Colts,6,6,6,24,6,96,39,72,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
789,86,79,63,53,69,46,38,53,38,57,78,76,87,57,84,56,Edwin Jackson,65,45,6,63,MLB,64,47,80,30,24,45,35,80,42,87,40,82,82,Colts,6,6,6,25,6,83,45,65,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
809,88,77,54,53,67,47,39,53,38,48,79,72,89,57,84,58,Luke Rhodes,58,45,6,54,MLB,63,53,74,19,22,45,36,81,42,86,44,83,78,Colts,6,6,6,29,6,88,45,70,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
838,88,87,70,47,77,45,28,53,38,71,88,82,79,47,86,70,Jaylon Smith,75,21,6,70,MLB,63,52,84,22,15,29,33,85,32,86,39,75,86,Cowboys,6,6,6,25,6,85,32,72,223.0,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.67
842,90,82,80,39,66,65,45,61,30,59,84,79,94,40,86,69,Anthony Hitchens,74,45,6,80,MLB,70,55,77,15,15,45,47,81,42,88,40,77,81,Cowboys,6,6,6,25,6,91,44,80,240.0,31.5,23.0,116.0,7.15,4.45,4.74
873,86,84,65,39,66,58,35,63,35,65,69,76,76,35,82,60,Mark Nzeocha,64,45,6,65,MLB,56,40,72,12,15,45,40,83,25,85,37,76,81,Cowboys,6,6,6,25,6,74,44,71,232.0,33.9041095890411,24.0,118.40789473684211,7.10607843137255,4.289245283018869,4.56
897,90,83,89,20,66,66,25,58,45,70,91,84,92,56,86,65,Lawrence Timmons,80,45,6,89,MLB,66,56,80,15,20,45,40,80,35,94,29,75,85,Dolphins,6,6,6,13,6,82,10,73,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
940,89,86,58,10,75,60,34,50,17,45,84,77,93,15,85,58,Lamin Barrow,64,45,6,58,MLB,59,44,81,25,15,45,35,85,10,87,25,76,78,Dolphins,6,6,6,25,6,77,20,68,237.0,35.0,22.0,123.0,7.24,4.35,4.64
941,89,83,59,52,65,53,50,59,35,45,76,77,89,51,77,57,Mike Hull,64,45,6,59,MLB,60,49,81,25,25,45,47,85,37,91,61,84,83,Dolphins,6,6,6,28,6,83,53,75,237.0,33.9041095890411,31.0,118.40789473684211,6.99,4.15,4.68
966,90,86,91,48,70,63,23,70,37,59,81,79,80,43,88,81,Jordan Hicks,85,45,6,91,MLB,69,59,85,25,10,45,29,84,34,89,37,79,88,Eagles,6,6,6,24,6,73,42,87,236.0,38.0,20.0,124.0,6.78,4.15,4.68
1025,85,76,53,47,80,50,51,55,35,62,80,75,89,44,83,54,Steven Daniels,60,21,6,53,MLB,64,55,79,25,15,29,42,77,60,89,40,80,78,Eagles,6,6,6,14,6,93,36,65,243.0,32.0,16.0,112.0,7.33,4.54,4.86
1027,87,84,48,36,72,45,31,59,31,63,79,73,90,36,85,60,Joe Walker,60,21,6,48,MLB,61,55,79,25,15,29,28,85,32,88,24,75,84,Eagles,6,6,6,14,6,87,27,69,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1028,87,78,52,53,67,45,35,51,38,63,77,72,87,57,72,55,Don Cherry,57,45,6,52,MLB,55,48,78,32,30,45,35,80,42,87,44,74,79,Eagles,6,6,6,29,6,86,45,63,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1047,90,87,83,32,74,54,35,61,29,64,83,85,87,38,83,75,Deion Jones,81,20,6,83,MLB,57,51,87,18,15,26,40,89,32,82,26,73,82,Falcons,6,6,6,25,6,78,27,82,222.0,33.0,21.906666666666666,120.0,7.10607843137255,4.289245283018869,4.59
1079,90,76,61,27,75,60,15,60,35,54,87,77,88,40,88,64,LaRoy Reynolds,67,45,6,61,MLB,70,54,83,15,15,45,25,85,30,85,40,82,78,Falcons,6,6,6,30,6,76,44,71,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1144,82,75,75,35,72,55,55,72,29,49,81,79,80,40,74,53,Mark Herzlich,69,45,6,75,MLB,55,40,88,25,20,45,48,73,35,90,45,75,78,Giants,6,6,6,20,6,98,47,72,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1158,88,81,57,50,80,53,32,58,43,62,83,73,89,58,83,52,B.J. Goodson,65,24,6,57,MLB,72,49,75,25,15,31,30,83,59,86,44,84,86,Giants,6,6,6,14,6,85,31,62,242.0,34.5,30.0,118.0,7.05,4.51,4.69
1170,87,75,56,35,81,60,29,58,30,49,88,74,76,35,85,52,Curtis Grant,60,45,6,51,MLB,62,54,71,15,15,45,25,82,40,85,42,76,77,Giants,6,6,6,30,6,85,45,65,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1176,89,78,93,38,79,65,25,62,15,60,80,88,87,50,78,79,Paul Posluszny,87,45,6,93,MLB,71,60,86,15,15,45,30,82,10,98,52,76,89,Jaguars,6,6,6,30,6,95,40,84,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1211,87,77,69,35,76,60,15,55,33,67,78,78,85,35,75,59,Andrew Gachkar,70,45,6,69,MLB,77,50,83,20,10,45,15,84,10,86,38,66,83,Jaguars,6,6,6,25,6,77,59,69,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1215,86,71,70,45,73,55,20,55,39,52,82,77,95,39,86,55,Audie Cole,69,45,6,70,MLB,73,39,81,15,15,45,20,79,33,86,48,65,85,Jaguars,6,6,6,18,6,88,40,69,246.0,35.0,15.0,114.0,6.96,4.29,4.76
1233,88,82,67,45,76,65,15,66,42,57,85,77,94,45,81,54,Hayes Pullard III,66,45,6,67,MLB,50,48,79,12,15,45,15,84,40,90,40,69,77,Jaguars,6,6,6,25,6,68,34,64,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1263,89,81,81,20,64,62,15,58,40,57,86,84,91,25,87,67,Demario Davis,74,45,6,81,MLB,50,40,75,12,15,45,15,87,15,85,45,85,82,Jets,6,6,6,25,6,72,45,74,235.0,38.5,32.0,124.0,7.19,4.28,4.49
1269,83,82,78,22,74,58,20,60,32,63,71,79,90,45,74,64,Spencer Paysinger,73,45,6,78,MLB,58,55,81,25,15,45,20,79,30,85,18,69,82,Jets,6,6,6,33,6,70,35,73,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1272,89,84,72,42,74,60,45,67,47,75,79,78,77,60,90,55,Bruce Carter,72,45,6,72,MLB,65,40,85,25,15,45,40,85,55,92,25,75,83,Jets,6,6,6,25,6,62,34,63,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1276,88,89,74,47,75,51,44,56,39,64,85,78,90,47,86,50,Darron Lee,72,20,39,74,MLB,53,50,83,23,15,28,48,87,32,87,39,72,80,Jets,40,48,51,70,48,88,41,57,232.0,35.5,17.0,133.0,7.12,4.2,4.47
1314,87,85,60,52,69,68,35,60,65,77,77,74,87,66,97,52,Julian Stanford,63,45,6,60,MLB,56,55,79,25,15,45,25,86,60,78,40,78,79,Jets,6,6,6,35,6,69,35,62,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1343,90,83,69,34,81,48,43,53,25,58,87,78,80,37,91,64,Jarrad Davis,74,45,6,69,MLB,67,42,77,26,28,45,46,85,26,91,42,83,89,Lions,6,6,6,17,6,78,32,68,238.0,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1365,84,72,74,25,72,50,15,46,20,45,70,76,87,30,65,55,Nick Bellore,69,45,6,74,MLB,64,50,76,12,15,45,15,78,30,82,47,77,87,Lions,6,6,6,25,6,75,45,68,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1415,88,73,78,35,78,60,15,60,31,50,82,80,85,35,84,60,Jake Ryan,76,45,6,78,MLB,62,48,83,20,10,45,15,85,20,85,38,76,85,Packers,6,6,6,25,6,79,55,72,240.0,34.5,20.0,120.0,7.11,4.2,4.65
1422,87,78,76,32,80,45,27,56,27,55,80,80,92,38,77,53,Blake Martinez,74,21,6,76,MLB,52,53,87,18,15,26,30,82,32,87,39,81,85,Packers,6,6,6,25,6,96,31,57,237.0,28.5,22.0,113.0,6.98,4.2,4.71
1456,90,85,64,45,65,65,45,67,35,66,69,77,90,45,88,55,Jordan Tripp,62,45,6,64,MLB,72,60,71,12,10,45,39,84,35,85,47,71,75,Packers,6,6,6,29,6,88,55,70,234.0,37.5,22.0,120.0,6.89,3.96,4.67
1468,89,85,96,46,92,70,50,80,30,64,93,91,93,45,90,76,Luke Kuechly,98,54,6,96,MLB,73,54,97,12,15,55,45,86,35,99,49,81,98,Panthers,6,6,6,25,6,99,54,87,242.0,38.0,27.0,123.0,6.92,4.12,4.58
1530,80,75,68,41,66,60,33,53,25,65,74,77,95,33,80,55,Ben Jacobs,63,45,6,68,MLB,74,44,77,33,15,45,35,75,35,83,51,69,78,Panthers,6,6,6,25,6,82,55,66,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1534,82,76,53,44,73,56,59,63,33,52,86,82,95,39,73,68,Ben Boulware,61,45,6,53,MLB,63,45,76,19,23,45,54,78,27,90,42,76,87,Panthers,6,6,6,24,6,93,43,64,238.0,29.5,20.0,111.0,7.02,4.43,4.705542168674697
1547,89,76,91,35,80,59,15,55,29,64,90,89,90,25,82,67,Dont'a Hightower,89,45,6,91,MLB,84,65,87,25,15,45,20,84,20,95,46,84,95,Patriots,6,6,6,16,6,90,65,81,265.0,32.0,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.62
1558,89,73,90,25,74,65,40,60,25,41,86,84,96,35,73,68,David Harris,81,45,6,90,MLB,53,55,82,15,15,45,45,81,25,95,45,77,87,Patriots,6,6,6,25,6,81,45,78,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1585,89,83,74,55,73,65,65,72,39,50,69,81,87,48,82,60,Kyle Van Noy,71,45,6,74,MLB,67,60,79,25,15,45,35,82,40,95,47,68,83,Patriots,6,6,6,20,6,65,44,72,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1609,87,78,52,42,74,58,51,65,33,53,77,75,94,37,77,63,Brooks Ellis,60,45,6,52,MLB,65,44,78,16,18,45,46,81,18,89,36,75,82,Patriots,6,6,6,18,6,89,38,69,240.0,29.5,18.0,115.0,6.8,4.25,4.79
1610,87,79,48,57,75,61,58,64,49,50,84,76,93,59,80,68,Harvey Langi,59,41,6,48,MLB,62,48,78,46,51,48,52,84,52,88,48,80,79,Patriots,6,18,24,27,6,86,56,70,251.0,33.0,23.0,118.0,7.0,4.32,4.705542168674697
1612,88,83,48,34,71,53,31,57,27,77,78,74,91,38,82,54,Trevor Bates,57,21,6,48,MLB,67,47,78,25,15,28,38,80,27,87,31,72,80,Patriots,6,6,6,25,6,84,26,63,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1658,88,79,65,60,69,64,49,68,35,49,73,78,85,58,83,72,Ben Heeney,66,45,6,65,MLB,68,52,84,25,25,45,45,86,62,91,58,73,79,Raiders,6,6,6,20,6,77,61,70,231.0,33.5,19.0,120.0,6.68,4.0,4.59
1659,87,81,64,39,72,41,24,52,32,56,80,75,89,35,84,59,Cory James,66,20,6,64,MLB,69,39,79,15,15,27,20,86,33,85,47,70,82,Raiders,6,6,6,25,6,88,33,68,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1670,87,77,57,45,75,49,45,53,38,66,79,73,93,48,76,60,Marquel Lee,63,45,6,57,MLB,54,41,79,16,20,45,40,80,37,86,41,76,83,Raiders,6,6,6,25,6,87,33,68,240.0,31.0,25.0,118.0,7.10607843137255,4.289245283018869,4.705542168674697
1682,85,84,47,51,71,55,55,60,63,71,85,71,88,69,84,68,Najee Harris,60,44,15,47,MLB,62,48,87,45,41,52,58,86,63,90,55,74,78,Raiders,10,14,18,26,17,92,60,74,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1706,87,81,81,72,72,64,65,68,35,43,91,80,81,60,85,77,Mark Barron,77,45,15,81,MLB,54,61,83,20,25,45,61,86,55,94,52,72,80,Rams,10,10,15,35,15,88,55,83,213.0,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.54
1709,90,87,82,51,67,60,54,72,45,66,89,83,87,40,84,67,Alec Ogletree,77,45,25,82,MLB,50,66,79,25,15,45,55,85,55,93,45,70,87,Rams,30,35,40,25,39,81,35,73,242.0,33.5,20.0,122.0,7.16,4.39,4.7
1755,88,75,64,49,65,55,25,54,35,43,63,73,83,42,85,50,Bryce Hager,61,45,6,64,MLB,47,33,73,13,10,45,24,85,40,91,45,78,83,Rams,6,6,6,25,6,74,46,65,234.0,35.0,26.0,117.0,7.15,4.36,4.6
1759,82,83,49,39,75,56,49,62,29,71,71,61,86,51,76,65,Kevin Davis,59,45,6,49,MLB,60,43,82,16,22,45,43,77,46,85,34,71,82,Rams,6,6,6,25,6,68,27,70,235.0,30.5,11.0,110.0,7.18,4.38,4.91
1764,90,87,88,55,88,66,57,73,45,56,85,88,86,45,86,73,C.J. Mosley,89,45,6,88,MLB,69,49,92,25,15,45,60,85,40,97,45,68,93,Ravens,6,6,6,25,6,87,35,79,234.0,35.0,21.906666666666666,118.0,7.3,4.4,4.65
1796,87,85,69,27,77,50,27,47,31,83,79,79,89,33,84,51,Kamalei Correa,71,21,6,69,MLB,62,50,86,18,15,27,30,83,25,84,27,75,82,Ravens,6,6,6,22,6,87,28,61,243.0,33.0,21.0,108.0,7.10607843137255,4.289245283018869,4.69
1830,85,83,53,55,68,48,53,60,44,62,84,72,89,58,84,64,Patrick Onwuasor,60,44,6,53,MLB,54,55,77,15,15,53,57,85,54,88,51,74,77,Ravens,6,6,6,25,6,87,52,75,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1833,89,81,51,60,64,36,45,55,68,68,71,73,85,60,80,55,Lamar Louis,54,45,6,51,MLB,61,55,66,25,15,45,38,86,60,89,10,82,73,Ravens,6,6,6,14,6,78,59,64,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1840,88,88,88,42,82,60,40,74,47,70,86,85,90,66,87,72,Zach Brown,85,45,6,88,MLB,57,55,86,25,15,45,50,88,45,88,35,66,87,Redskins,6,6,6,17,6,64,10,82,244.0,33.5,21.906666666666666,116.0,7.10607843137255,4.289245283018869,4.44
1844,88,81,87,25,82,50,35,65,27,61,80,83,87,30,67,72,Mason Foster,83,45,6,87,MLB,70,45,87,12,15,45,33,79,15,91,35,73,84,Redskins,6,6,6,25,6,87,45,83,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
